plan_id,district_id,dem_votes,rep_votes,population,winner
777,0,175587,209780,786032,Republican
777,1,181146,193190,733093,Republican
777,2,134805,290662,793853,Republican
777,3,250809,132701,730162,Democrat
777,4,196042,203883,741137,Republican
777,5,253755,146053,788970,Democrat
777,6,148393,215419,744532,Republican
777,7,149256,251766,763632,Republican
777,8,203532,192408,765053,Democrat
777,9,273465,106078,730432,Democrat
777,10,186626,230966,789368,Republican
777,11,212578,213403,778472,Republican
777,12,202905,245566,771233,Republican
777,13,144710,265066,763291,Republican
