plan_id,district_id,dem_votes,rep_votes,population,winner
276,0,188076,242129,778880,Republican
276,1,128058,305069,770070,Republican
276,2,235638,131503,726687,Democrat
276,3,158231,212129,800662,Republican
276,4,271274,142370,770544,Democrat
276,5,157073,215567,747255,Republican
276,6,177161,225500,750221,Republican
276,7,268834,145299,789862,Democrat
276,8,182289,222693,773452,Republican
276,9,218962,197450,784937,Democrat
276,10,203350,182120,730996,Democrat
276,11,192373,220237,734964,Republican
276,12,127025,206435,724751,Republican
276,13,205265,248440,795979,Republican
