plan_id,district_id,dem_votes,rep_votes,population,winner
160,0,150381,240264,750326,Republican
160,1,149898,264908,772162,Republican
160,2,206835,197314,792729,Democrat
160,3,219981,182737,773339,Democrat
160,4,218988,160171,727095,Democrat
160,5,166159,207262,795515,Republican
160,6,119628,284427,738926,Republican
160,7,259240,137402,761455,Democrat
160,8,188265,241707,775596,Republican
160,9,259832,144051,743799,Democrat
160,10,153247,239427,747316,Republican
160,11,181828,209037,776173,Republican
160,12,236768,140971,740796,Democrat
160,13,202559,247263,784033,Republican
