plan_id,district_id,dem_votes,rep_votes,population,winner
948,0,131297,232825,725380,Republican
948,1,147057,209895,759194,Republican
948,2,259991,151899,777764,Democrat
948,3,175312,237829,778196,Republican
948,4,256006,173708,790072,Democrat
948,5,209499,208971,777830,Democrat
948,6,195038,226212,730223,Republican
948,7,193087,209021,753435,Republican
948,8,172947,227737,788501,Republican
948,9,117134,278487,727274,Republican
948,10,210220,198406,781072,Democrat
948,11,136201,270599,742239,Republican
948,12,244547,144527,750846,Democrat
948,13,265273,126825,797234,Democrat
