plan_id,district_id,dem_votes,rep_votes,population,winner
235,0,142088,236545,769922,Republican
235,1,147087,260070,767292,Republican
235,2,197999,179655,755805,Democrat
235,3,196768,225216,795261,Republican
235,4,288409,95816,731030,Democrat
235,5,214590,161049,750030,Democrat
235,6,203617,252632,796092,Republican
235,7,221860,188894,772864,Democrat
235,8,236736,170961,793612,Democrat
235,9,192873,242405,765572,Republican
235,10,157977,214346,727515,Republican
235,11,130810,217499,728886,Republican
235,12,253816,138530,755995,Democrat
235,13,128979,313323,769384,Republican
