plan_id,district_id,dem_votes,rep_votes,population,winner
714,0,160069,216741,743331,Republican
714,1,178590,211529,776785,Republican
714,2,144227,292895,799488,Republican
714,3,203897,187288,739611,Democrat
714,4,265947,149790,791174,Democrat
714,5,195769,235691,755120,Republican
714,6,157383,226128,742551,Republican
714,7,284012,120723,779512,Democrat
714,8,260005,148111,771336,Democrat
714,9,204098,180069,759682,Democrat
714,10,197363,206487,787056,Republican
714,11,153483,193133,732119,Republican
714,12,127891,270124,727357,Republican
714,13,180875,258232,774138,Republican
