plan_id,district_id,dem_votes,rep_votes,population,winner
332,0,182401,173716,736123,Democrat
332,1,228485,141051,741934,Democrat
332,2,191279,238230,799286,Republican
332,3,158970,240345,745412,Republican
332,4,186254,223196,794528,Republican
332,5,199137,244332,771469,Republican
332,6,183319,234134,793991,Republican
332,7,186816,217833,763762,Republican
332,8,156973,214096,746728,Republican
332,9,222541,161911,746621,Democrat
332,10,199734,187927,729287,Democrat
332,11,292472,120728,791948,Democrat
332,12,197422,186249,727664,Democrat
332,13,127806,313193,790507,Republican
