plan_id,district_id,dem_votes,rep_votes,population,winner
5,0,188210,109759,663129,Democrat
5,1,166191,149550,678208,Democrat
5,2,129784,154682,690747,Republican
5,3,157117,120277,681524,Democrat
5,4,166841,137057,671260,Democrat
5,5,119054,171464,688993,Republican
5,6,169823,137850,714812,Democrat
5,7,113072,187911,689002,Republican
5,8,122860,158866,653893,Republican
5,9,172767,144437,705233,Democrat
5,10,149727,84318,647054,Democrat
5,11,171609,143035,684514,Democrat
5,12,147712,158166,689267,Republican
5,13,163277,139769,677847,Democrat
