plan_id,district_id,dem_votes,rep_votes,population,winner
731,0,171263,229087,793286,Republican
731,1,212071,197804,770590,Democrat
731,2,134045,287141,784696,Republican
731,3,146040,230754,741192,Republican
731,4,266938,137856,799883,Democrat
731,5,142163,283086,770543,Republican
731,6,191984,221219,762929,Republican
731,7,150228,196647,749670,Republican
731,8,254390,143038,757618,Democrat
731,9,277213,123364,754779,Democrat
731,10,196372,218421,778347,Republican
731,11,206917,164080,733541,Democrat
731,12,191679,228483,726726,Republican
731,13,172306,235961,755460,Republican
