plan_id,district_id,dem_votes,rep_votes,population,winner
353,0,183780,174870,747296,Democrat
353,1,214686,195399,799226,Democrat
353,2,196213,181639,729104,Democrat
353,3,176693,219107,776824,Republican
353,4,166311,224499,752790,Republican
353,5,199426,245797,781863,Republican
353,6,246751,176188,795490,Democrat
353,7,155337,218669,738717,Republican
353,8,227514,133177,731405,Democrat
353,9,164567,239467,745376,Republican
353,10,207214,185195,747070,Democrat
353,11,280375,122631,773064,Democrat
353,12,167225,268575,780922,Republican
353,13,127517,311728,780113,Republican
