plan_id,district_id,dem_votes,rep_votes,population,winner
645,0,241217,127221,765730,Democrat
645,1,168089,251415,743796,Republican
645,2,200035,247185,786855,Republican
645,3,223804,176675,773776,Democrat
645,4,140538,311015,800436,Republican
645,5,164817,260837,776039,Republican
645,6,158302,235556,773986,Republican
645,7,154929,201377,750839,Republican
645,8,271104,142773,768095,Democrat
645,9,206076,168353,733370,Democrat
645,10,277426,131542,777197,Democrat
645,11,152029,206045,756950,Republican
645,12,186590,199921,725817,Republican
645,13,168653,237026,746374,Republican
