plan_id,district_id,dem_votes,rep_votes,population,winner
462,0,191356,206250,728027,Republican
462,1,262307,141910,768559,Democrat
462,2,167112,251593,780749,Republican
462,3,200987,202003,761969,Republican
462,4,177511,201299,772030,Republican
462,5,194887,243493,769459,Republican
462,6,266975,111522,746103,Democrat
462,7,169247,216621,790682,Republican
462,8,129260,306191,774602,Republican
462,9,157310,247102,765390,Republican
462,10,210554,189462,765390,Democrat
462,11,163794,209130,726801,Republican
462,12,246347,143780,791303,Democrat
462,13,175962,226585,738196,Republican
