plan_id,district_id,dem_votes,rep_votes,population,winner
837,0,161501,213359,734520,Republican
837,1,169034,243512,796138,Republican
837,2,138769,215924,749296,Republican
837,3,144957,306273,795866,Republican
837,4,200988,242766,773245,Republican
837,5,197348,219227,799941,Republican
837,6,237027,150556,749045,Democrat
837,7,181986,221960,736389,Republican
837,8,270551,151584,789481,Democrat
837,9,167383,216412,775072,Republican
837,10,207184,194075,735379,Democrat
837,11,130124,278167,750766,Republican
837,12,243321,122192,739120,Democrat
837,13,263436,120934,755002,Democrat
