plan_id,district_id,dem_votes,rep_votes,population,winner
259,0,159722,248656,777637,Republican
259,1,179440,216459,755930,Republican
259,2,239559,141954,726554,Democrat
259,3,182882,217108,778292,Republican
259,4,222457,181557,779164,Democrat
259,5,163061,209586,746971,Republican
259,6,203617,252632,796092,Republican
259,7,293231,118132,782791,Democrat
259,8,145743,222819,761165,Republican
259,9,235273,166316,763421,Democrat
259,10,209706,166678,732316,Democrat
259,11,165203,228670,783366,Republican
259,12,186288,216456,731313,Republican
259,13,127427,309918,764248,Republican
