plan_id,district_id,dem_votes,rep_votes,population,winner
826,0,161501,213359,734520,Republican
826,1,169034,243512,796138,Republican
826,2,211906,180237,730022,Democrat
826,3,159020,222717,772576,Republican
826,4,203067,251065,790807,Republican
826,5,207879,209437,797271,Republican
826,6,264003,103237,740355,Democrat
826,7,181986,221960,736389,Republican
826,8,270551,151584,789481,Democrat
826,9,143769,229645,785287,Republican
826,10,207184,194075,735379,Democrat
826,11,146668,254399,726529,Republican
826,12,134136,290990,786834,Republican
826,13,252905,130724,757672,Democrat
