plan_id,district_id,dem_votes,rep_votes,population,winner
316,0,200229,188721,733776,Democrat
316,1,221048,157528,728630,Democrat
316,2,189258,236942,796883,Republican
316,3,154539,240768,742689,Republican
316,4,190685,222773,797251,Republican
316,5,126609,306634,765913,Republican
316,6,170193,213124,796001,Republican
316,7,305742,112352,789907,Democrat
316,8,170433,213049,734604,Republican
316,9,221750,164442,733077,Democrat
316,10,185696,184824,728863,Democrat
316,11,188200,220048,795899,Republican
316,12,183962,187296,739788,Republican
316,13,205265,248440,795979,Republican
