plan_id,district_id,dem_votes,rep_votes,population,winner
733,0,171263,229087,793286,Republican
733,1,185901,210422,734402,Republican
733,2,134045,287141,784696,Republican
733,3,146040,230754,741192,Republican
733,4,266938,137856,799883,Democrat
733,5,142163,283086,770543,Republican
733,6,218154,208601,799117,Democrat
733,7,200906,202459,767873,Republican
733,8,254390,143038,757618,Democrat
733,9,277213,123364,754779,Democrat
733,10,145694,212609,760144,Republican
733,11,206917,164080,733541,Democrat
733,12,191679,228483,726726,Republican
733,13,172306,235961,755460,Republican
