plan_id,district_id,dem_votes,rep_votes,population,winner
61,0,171020,263688,754949,Republican
61,1,153087,238901,753209,Republican
61,2,185110,204187,727742,Republican
61,3,207821,187623,740530,Democrat
61,4,255202,159329,791946,Democrat
61,5,161079,195201,769793,Republican
61,6,198306,240712,765114,Republican
61,7,206837,175001,735665,Democrat
61,8,212924,177563,785194,Democrat
61,9,256392,138713,728253,Democrat
61,10,143821,243166,796752,Republican
61,11,245283,168744,798462,Democrat
61,12,162343,213395,736557,Republican
61,13,154384,290718,795094,Republican
