plan_id,district_id,dem_votes,rep_votes,population,winner
490,0,198553,214190,776852,Republican
490,1,183747,154470,738951,Democrat
490,2,164535,231946,749425,Republican
490,3,136556,249351,727248,Republican
490,4,187186,227841,792023,Republican
490,5,203310,250299,790611,Republican
490,6,277912,148435,800397,Democrat
490,7,163682,225004,779264,Republican
490,8,243814,152540,773909,Democrat
490,9,179311,236488,764756,Republican
490,10,210554,189462,765390,Democrat
490,11,237819,142162,728879,Democrat
490,12,124315,293949,764761,Republican
490,13,202315,180804,726794,Democrat
