plan_id,district_id,dem_votes,rep_votes,population,winner
983,0,211776,178122,737290,Democrat
983,1,181171,236240,798301,Republican
983,2,201482,186744,739723,Democrat
983,3,169601,222431,787283,Republican
983,4,189281,241060,797913,Republican
983,5,208131,171957,744209,Democrat
983,6,195434,224777,728105,Republican
983,7,147042,251269,792712,Republican
983,8,163836,238353,799664,Republican
983,9,120148,292884,743961,Republican
983,10,259094,137582,759734,Democrat
983,11,248661,128702,757745,Democrat
983,12,270777,129084,740941,Democrat
983,13,147175,257736,751679,Republican
