plan_id,district_id,dem_votes,rep_votes,population,winner
776,0,175587,209780,786032,Republican
776,1,181146,193190,733093,Republican
776,2,134805,290662,793853,Republican
776,3,273257,116094,735716,Democrat
776,4,196042,203883,741137,Republican
776,5,253755,146053,788970,Democrat
776,6,148393,215419,744532,Republican
776,7,149256,251766,763632,Republican
776,8,203532,192408,765053,Democrat
776,9,251017,122685,724878,Democrat
776,10,186626,230966,789368,Republican
776,11,212578,213403,778472,Republican
776,12,202905,245566,771233,Republican
776,13,144710,265066,763291,Republican
