plan_id,district_id,dem_votes,rep_votes,population,winner
138,0,195090,205085,766384,Republican
138,1,234973,156580,749464,Democrat
138,2,132319,241962,747253,Republican
138,3,181374,208961,787727,Republican
138,4,269868,141404,781665,Democrat
138,5,195624,250166,793505,Republican
138,6,196749,231523,740563,Republican
138,7,244268,144719,728008,Democrat
138,8,157632,199227,774762,Republican
138,9,197542,194949,761516,Democrat
138,10,122933,281551,730423,Republican
138,11,227838,160608,742948,Democrat
138,12,232270,188250,792251,Democrat
138,13,125129,291956,782791,Republican
