plan_id,district_id,dem_votes,rep_votes,population,winner
494,0,119696,284058,732746,Republican
494,1,175456,185819,733580,Republican
494,2,164535,231946,749425,Republican
494,3,136556,249351,727248,Republican
494,4,187186,227841,792023,Republican
494,5,203310,250299,790611,Republican
494,6,277912,148435,800397,Democrat
494,7,194568,186473,768346,Democrat
494,8,262448,147750,795696,Democrat
494,9,179311,236488,764756,Republican
494,10,179668,227993,776308,Republican
494,11,246110,110813,734250,Democrat
494,12,184538,228871,787080,Republican
494,13,202315,180804,726794,Democrat
