plan_id,district_id,dem_votes,rep_votes,population,winner
552,0,194266,225527,728096,Republican
552,1,256062,151775,740591,Democrat
552,2,155637,217297,737390,Republican
552,3,183219,234862,772774,Republican
552,4,147212,220368,743251,Republican
552,5,125626,314587,777985,Republican
552,6,280318,120487,775914,Democrat
552,7,205177,195251,780450,Democrat
552,8,221806,191266,794364,Democrat
552,9,185380,229828,766074,Republican
552,10,210343,198841,781019,Democrat
552,11,211263,166553,741605,Democrat
552,12,195908,214621,800908,Republican
552,13,141392,215678,738839,Republican
