plan_id,district_id,dem_votes,rep_votes,population,winner
921,0,147546,235040,730892,Republican
921,1,156594,216301,741969,Republican
921,2,201899,173396,727873,Democrat
921,3,175921,242304,774711,Republican
921,4,162656,213283,799485,Republican
921,5,187939,195023,742207,Republican
921,6,121131,301566,750804,Republican
921,7,171422,198944,730881,Republican
921,8,230948,189864,782719,Democrat
921,9,193507,227232,734568,Republican
921,10,289999,135429,798007,Democrat
921,11,162592,278554,793002,Republican
921,12,249265,164317,781185,Democrat
921,13,262190,125688,790957,Democrat
