plan_id,district_id,dem_votes,rep_votes,population,winner
82,0,152235,236171,729487,Republican
82,1,257584,146789,746031,Democrat
82,2,185327,222661,792147,Republican
82,3,157437,258709,781639,Republican
82,4,232993,176713,795096,Democrat
82,5,193979,219973,792146,Republican
82,6,148670,277145,761567,Republican
82,7,203874,177902,747046,Democrat
82,8,212924,177563,785194,Democrat
82,9,149238,231609,733923,Republican
82,10,141920,216150,736492,Republican
82,11,253160,135631,734016,Democrat
82,12,220248,165640,745835,Democrat
82,13,204020,254285,798641,Republican
