plan_id,district_id,dem_votes,rep_votes,population,winner
535,0,151821,276284,798730,Republican
535,1,295076,117282,785029,Democrat
535,2,163473,233842,774819,Republican
535,3,213162,167569,728174,Democrat
535,4,175935,224380,769963,Republican
535,5,193802,228805,735102,Republican
535,6,255202,145738,769801,Democrat
535,7,211509,167942,741253,Democrat
535,8,127086,311583,770412,Republican
535,9,179311,236488,764756,Republican
535,10,210343,198841,781019,Democrat
535,11,148942,197950,731517,Republican
535,12,250729,140093,798877,Democrat
535,13,137218,250144,729808,Republican
