JobID|JobName|State|ExitCode|Submit|Start|End|Elapsed|AllocCPUS|NNodes|NodeList|TotalCPU|CPUTime|MaxRSS
69964_10|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:51|00:00:38|28|1|sn148|00:35.584|00:17:44|
69964_10.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:51|00:00:38|28|1|sn148|00:35.582|00:17:44|0.45G
69964_10.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:51|00:00:38|28|1|sn148|00:00.001|00:17:44|0.00G
69964_1|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:47|00:00:34|28|1|sn007|00:35.410|00:15:52|
69964_1.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:47|00:00:34|28|1|sn007|00:35.408|00:15:52|0.48G
69964_1.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:47|00:00:34|28|1|sn007|00:00.001|00:15:52|0.00G
69964_2|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:54|00:00:41|28|1|sn009|00:38.281|00:19:08|
69964_2.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:54|00:00:41|28|1|sn009|00:38.279|00:19:08|0.45G
69964_2.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:54|00:00:41|28|1|sn009|00:00.001|00:19:08|0.00G
69964_3|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:52|00:00:39|28|1|sn011|00:36.338|00:18:12|
69964_3.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:52|00:00:39|28|1|sn011|00:36.336|00:18:12|0.45G
69964_3.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:52|00:00:39|28|1|sn011|00:00.001|00:18:12|0.00G
69964_4|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:51|00:00:38|28|1|sn056|00:34.951|00:17:44|
69964_4.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:51|00:00:38|28|1|sn056|00:34.948|00:17:44|0.45G
69964_4.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:51|00:00:38|28|1|sn056|00:00.002|00:17:44|0.00G
69964_5|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:52|00:00:39|28|1|sn064|00:36.457|00:18:12|
69964_5.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:52|00:00:39|28|1|sn064|00:36.455|00:18:12|0.46G
69964_5.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:52|00:00:39|28|1|sn064|00:00.001|00:18:12|0.00G
69964_6|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:52|00:00:39|28|1|sn059|00:36.351|00:18:12|
69964_6.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:52|00:00:39|28|1|sn059|00:36.349|00:18:12|0.45G
69964_6.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:52|00:00:39|28|1|sn059|00:00.001|00:18:12|0.00G
69964_7|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:53|00:00:40|28|1|sn060|00:36.828|00:18:40|
69964_7.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:53|00:00:40|28|1|sn060|00:36.827|00:18:40|0.32G
69964_7.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:53|00:00:40|28|1|sn060|00:00.001|00:18:40|0.00G
69964_8|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:53|00:00:40|28|1|sn136|00:37.054|00:18:40|
69964_8.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:53|00:00:40|28|1|sn136|00:37.053|00:18:40|0.44G
69964_8.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:53|00:00:40|28|1|sn136|00:00.001|00:18:40|0.00G
69964_9|fra_parallel|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:53|00:00:40|28|1|sn137|00:37.067|00:18:40|
69964_9.batch|batch|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:53|00:00:40|28|1|sn137|00:37.065|00:18:40|0.45G
69964_9.extern|extern|COMPLETED|0:0|2026-07-19T18:00:13|2026-07-19T18:00:13|2026-07-19T18:00:53|00:00:40|28|1|sn137|00:00.001|00:18:40|0.00G
